Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/session/report/9a3c0ad7-e4b1-4bb0-b957-9e07b47c3352,1,0,87.34699999331497,87.34699999331497,87.34699999331497,87.34699999331497,4275.0,0.016690510002255004,0.0,87,87,87,87,87,87,87,87,87,87,87
GET,/api/session/report/9be5371c-f497-45be-ae78-490befc3efce,1,0,574.040799998329,574.040799998329,574.040799998329,574.040799998329,6432.0,0.016690510002255004,0.0,570,570,570,570,570,570,570,570,570,570,570
GET,/api/session/report/9ca4935c-de53-4a74-b921-2f7ee575dd95,1,0,405.5456000060076,405.5456000060076,405.5456000060076,405.5456000060076,5415.0,0.016690510002255004,0.0,410,410,410,410,410,410,410,410,410,410,410
GET,/api/session/report/9d59665e-9d29-4217-9db5-550dba6b178c,1,0,313.7562999909278,313.7562999909278,313.7562999909278,313.7562999909278,5290.0,0.016690510002255004,0.0,310,310,310,310,310,310,310,310,310,310,310
GET,/api/session/report/9dfbd59b-ef1a-41b0-9b89-fb60ea988d2f,1,0,477.6901999866823,477.6901999866823,477.6901999866823,477.6901999866823,6184.0,0.016690510002255004,0.0,480,480,480,480,480,480,480,480,480,480,480
GET,/api/session/report/a36aa3fc-efae-4e32-9b39-59d61145c270,1,0,974.9467999936314,974.9467999936314,974.9467999936314,974.9467999936314,5184.0,0.016690510002255004,0.0,970,970,970,970,970,970,970,970,970,970,970
GET,/api/session/report/a57b94bf-86b1-4dbc-a982-8a878e020598,1,0,321.144200002891,321.144200002891,321.144200002891,321.144200002891,4781.0,0.016690510002255004,0.0,320,320,320,320,320,320,320,320,320,320,320
GET,/api/session/report/a5c6cd05-9f55-4017-90de-d06c36a091d9,1,0,190.96229999559,190.96229999559,190.96229999559,190.96229999559,5034.0,0.016690510002255004,0.0,190,190,190,190,190,190,190,190,190,190,190
GET,/api/session/report/a5ca0db3-bea5-48a1-8a2c-554e7da59589,1,0,1509.4153999962145,1509.4153999962145,1509.4153999962145,1509.4153999962145,5194.0,0.016690510002255004,0.0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500
GET,/api/session/report/a641079a-c14f-41c1-b52d-7ecc78de0a3d,1,0,464.9342000047909,464.9342000047909,464.9342000047909,464.9342000047909,1335.0,0.016690510002255004,0.0,460,460,460,460,460,460,460,460,460,460,460
GET,/api/session/report/a673956d-0768-41e8-8337-86f8fa9ca7cc,1,0,340.9949999913806,340.9949999913806,340.9949999913806,340.9949999913806,5404.0,0.016690510002255004,0.0,340,340,340,340,340,340,340,340,340,340,340
GET,/api/session/report/a8cf03d1-c1ec-4532-ba93-92b505c52798,1,1,257.9585000057705,257.9585000057705,257.9585000057705,257.9585000057705,21.0,0.016690510002255004,0.016690510002255004,260,260,260,260,260,260,260,260,260,260,260
GET,/api/session/report/ac6a6110-5152-462f-aa97-77ff04aad378,1,0,124.15620000683703,124.15620000683703,124.15620000683703,124.15620000683703,4655.0,0.016690510002255004,0.0,120,120,120,120,120,120,120,120,120,120,120
GET,/api/session/report/acb56d74-8bb6-415d-95fb-6c6b0cc096b5,1,0,861.5395999950124,861.5395999950124,861.5395999950124,861.5395999950124,3360.0,0.016690510002255004,0.0,860,860,860,860,860,860,860,860,860,860,860
GET,/api/session/report/adcb5d35-63c2-4136-bf4e-a7cad55329ba,1,0,241.18340000859462,241.18340000859462,241.18340000859462,241.18340000859462,5658.0,0.016690510002255004,0.0,240,240,240,240,240,240,240,240,240,240,240
GET,/api/session/report/b1073f25-1d38-4590-bf97-2c6bbbca66c3,1,1,260.60100000177044,260.60100000177044,260.60100000177044,260.60100000177044,21.0,0.016690510002255004,0.016690510002255004,260,260,260,260,260,260,260,260,260,260,260
GET,/api/session/report/b163fe30-ddb1-481e-b5de-b878fa3f6f05,1,1,265.0403000006918,265.0403000006918,265.0403000006918,265.0403000006918,21.0,0.016690510002255004,0.016690510002255004,270,270,270,270,270,270,270,270,270,270,270
GET,/api/session/report/b2481168-8fff-4e93-90e6-30e34ff81273,1,0,523.5137999989092,523.5137999989092,523.5137999989092,523.5137999989092,4778.0,0.016690510002255004,0.0,520,520,520,520,520,520,520,520,520,520,520
GET,/api/session/report/b3772ae2-0cb9-4dd1-bf81-8bf2d8389044,1,0,831.1558999994304,831.1558999994304,831.1558999994304,831.1558999994304,6312.0,0.016690510002255004,0.0,830,830,830,830,830,830,830,830,830,830,830
GET,/api/session/report/b4016cf4-a3e2-48f8-b21a-86b08fc45231,1,0,1222.7491999947233,1222.7491999947233,1222.7491999947233,1222.7491999947233,5181.0,0.016690510002255004,0.0,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200
GET,/api/session/report/b4547410-5888-4a63-811d-3d69da4c5a0c,1,0,196.2995000067167,196.2995000067167,196.2995000067167,196.2995000067167,5283.0,0.016690510002255004,0.0,200,200,200,200,200,200,200,200,200,200,200
GET,/api/session/report/b5943e88-a4ec-4a2a-bafc-fe450dde77f9,1,0,185.26840000413358,185.26840000413358,185.26840000413358,185.26840000413358,1335.0,0.016690510002255004,0.0,190,190,190,190,190,190,190,190,190,190,190
GET,/api/session/report/b75ad332-db84-44f4-98d0-87a42347e4bc,1,0,676.6585000004852,676.6585000004852,676.6585000004852,676.6585000004852,6300.0,0.016690510002255004,0.0,680,680,680,680,680,680,680,680,680,680,680
GET,/api/session/report/b8b2c1dd-847a-4dc5-af08-88a00588ceb5,1,0,230.04570000921376,230.04570000921376,230.04570000921376,230.04570000921376,5381.0,0.016690510002255004,0.0,230,230,230,230,230,230,230,230,230,230,230
GET,/api/session/report/b9724a1a-77ea-48bc-bcf2-50b9b771bc55,1,0,215.72870000090916,215.72870000090916,215.72870000090916,215.72870000090916,4774.0,0.016690510002255004,0.0,220,220,220,220,220,220,220,220,220,220,220
GET,/api/session/report/b9e74644-c6d4-46bb-a7ae-2a1a10b53f8f,1,0,76.55840000370517,76.55840000370517,76.55840000370517,76.55840000370517,3720.0,0.016690510002255004,0.0,77,77,77,77,77,77,77,77,77,77,77
GET,/api/session/report/b9e7cb28-a84a-408b-93af-9c9cf473eb99,1,0,88.8359000091441,88.8359000091441,88.8359000091441,88.8359000091441,2469.0,0.016690510002255004,0.0,89,89,89,89,89,89,89,89,89,89,89
GET,/api/session/report/bac30f03-5069-482f-89ee-b78bdaaef500,1,0,321.80390000576153,321.80390000576153,321.80390000576153,321.80390000576153,6318.0,0.016690510002255004,0.0,320,320,320,320,320,320,320,320,320,320,320
GET,/api/session/report/c008bc3f-e3e6-4280-9ba9-1f80b3f45233,1,0,1490.6996000063373,1490.6996000063373,1490.6996000063373,1490.6996000063373,5417.0,0.016690510002255004,0.0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500
GET,/api/session/report/c0b47256-f3ba-4100-9290-01b5a2c7f224,1,1,254.64879999344703,254.64879999344703,254.64879999344703,254.64879999344703,21.0,0.016690510002255004,0.016690510002255004,250,250,250,250,250,250,250,250,250,250,250
GET,/api/session/report/c0c3ee5e-081a-4cf6-b03c-e37b0af4ee7d,1,1,255.72319999628235,255.72319999628235,255.72319999628235,255.72319999628235,21.0,0.016690510002255004,0.016690510002255004,260,260,260,260,260,260,260,260,260,260,260
GET,/api/session/report/c2846087-f65b-4354-b5fe-9606364f2fa5,1,0,900.5048999970313,900.5048999970313,900.5048999970313,900.5048999970313,4945.0,0.016690510002255004,0.0,900,900,900,900,900,900,900,900,900,900,900
GET,/api/session/report/c32bf959-19af-4ade-832c-7ba167b88295,1,0,428.27209999086335,428.27209999086335,428.27209999086335,428.27209999086335,1868.0,0.016690510002255004,0.0,430,430,430,430,430,430,430,430,430,430,430
GET,/api/session/report/c3668093-c6bb-4153-847a-00b91ec86b34,1,0,2091.065400003572,2091.065400003572,2091.065400003572,2091.065400003572,5392.0,0.016690510002255004,0.0,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100
GET,/api/session/report/c3a600a7-bcb3-4640-a455-d6ed83a070dc,1,0,450.92759998806287,450.92759998806287,450.92759998806287,450.92759998806287,1868.0,0.016690510002255004,0.0,450,450,450,450,450,450,450,450,450,450,450
GET,/api/session/report/c46e0ec7-8d68-499c-b628-a33a5c13d5c8,1,0,534.2745000089053,534.2745000089053,534.2745000089053,534.2745000089053,5522.0,0.016690510002255004,0.0,530,530,530,530,530,530,530,530,530,530,530
GET,/api/session/report/c4f50cf1-5b31-4aac-b21e-1ca26d2336f9,1,0,584.3113000009907,584.3113000009907,584.3113000009907,584.3113000009907,5193.0,0.016690510002255004,0.0,580,580,580,580,580,580,580,580,580,580,580
GET,/api/session/report/c64b67ef-bd5e-45b6-b89e-72ec4254aeee,1,1,258.26380000216886,258.26380000216886,258.26380000216886,258.26380000216886,21.0,0.016690510002255004,0.016690510002255004,260,260,260,260,260,260,260,260,260,260,260
GET,/api/session/report/c79b4ad7-0606-4382-91a3-81704d42ba5c,1,0,300.60849999426864,300.60849999426864,300.60849999426864,300.60849999426864,4251.0,0.016690510002255004,0.0,300,300,300,300,300,300,300,300,300,300,300
GET,/api/session/report/ca0eb0af-ae31-4f63-8fb4-53f4156bea4c,1,1,262.18859999789856,262.18859999789856,262.18859999789856,262.18859999789856,21.0,0.016690510002255004,0.016690510002255004,260,260,260,260,260,260,260,260,260,260,260
GET,/api/session/report/cb2e8b7c-a909-45b6-892d-c1292ff60cba,1,1,256.24030000471976,256.24030000471976,256.24030000471976,256.24030000471976,21.0,0.016690510002255004,0.016690510002255004,260,260,260,260,260,260,260,260,260,260,260
GET,/api/session/report/ced23e7b-6dbd-410d-bae1-ea61abddbe90,1,0,395.40340000530705,395.40340000530705,395.40340000530705,395.40340000530705,4274.0,0.016690510002255004,0.0,400,400,400,400,400,400,400,400,400,400,400
GET,/api/session/report/d020e0ba-0479-4c4e-b3dc-030d2432b1fb,1,0,838.3840000024065,838.3840000024065,838.3840000024065,838.3840000024065,5535.0,0.016690510002255004,0.0,840,840,840,840,840,840,840,840,840,840,840
GET,/api/session/report/d0b5ec36-1a8c-4df2-ab46-0451923b6507,1,0,1194.951099998434,1194.951099998434,1194.951099998434,1194.951099998434,3360.0,0.016690510002255004,0.0,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200
GET,/api/session/report/d0d991c0-8c00-4c9b-92c9-f52ed0492e26,1,0,59.15409998851828,59.15409998851828,59.15409998851828,59.15409998851828,1868.0,0.016690510002255004,0.0,59,59,59,59,59,59,59,59,59,59,59
GET,/api/session/report/d3b126cf-f0ba-49a6-9c7e-df9910dce43c,1,0,197.88300000072923,197.88300000072923,197.88300000072923,197.88300000072923,6030.0,0.016690510002255004,0.0,200,200,200,200,200,200,200,200,200,200,200
GET,/api/session/report/d5c17687-d29a-4fc5-92e5-81512d38a0a5,1,0,158.58090000983793,158.58090000983793,158.58090000983793,158.58090000983793,4514.0,0.016690510002255004,0.0,160,160,160,160,160,160,160,160,160,160,160
GET,/api/session/report/d880f097-a5aa-4668-abda-8b514ed65e42,1,1,262.35549998818897,262.35549998818897,262.35549998818897,262.35549998818897,21.0,0.016690510002255004,0.016690510002255004,260,260,260,260,260,260,260,260,260,260,260
GET,/api/session/report/d9043351-dc94-4628-9eed-d99fb172fb58,1,0,552.0021999982418,552.0021999982418,552.0021999982418,552.0021999982418,5412.0,0.016690510002255004,0.0,550,550,550,550,550,550,550,550,550,550,550
GET,/api/session/report/d932dd9d-5b42-49ee-9b40-54b5a36cd052,1,0,69.88979999732692,69.88979999732692,69.88979999732692,69.88979999732692,3185.0,0.016690510002255004,0.0,70,70,70,70,70,70,70,70,70,70,70
GET,/api/session/report/dab06c60-0947-4e9b-9326-6b1a217b09be,1,0,18.260299999383278,18.260299999383278,18.260299999383278,18.260299999383278,2921.0,0.016690510002255004,0.0,18,18,18,18,18,18,18,18,18,18,18
GET,/api/session/report/de2123c0-ff07-4a82-9db4-f82ff6a75040,1,0,1207.4857999978121,1207.4857999978121,1207.4857999978121,1207.4857999978121,4780.0,0.016690510002255004,0.0,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200
GET,/api/session/report/de51ee97-c88b-4739-98a8-a1673fd536c5,1,0,38.930700000491925,38.930700000491925,38.930700000491925,38.930700000491925,1335.0,0.016690510002255004,0.0,39,39,39,39,39,39,39,39,39,39,39
GET,/api/session/report/e12b47df-b4e3-48cf-9d4a-acbd2e67b52a,1,0,462.07249999861233,462.07249999861233,462.07249999861233,462.07249999861233,5811.0,0.016690510002255004,0.0,460,460,460,460,460,460,460,460,460,460,460
GET,/api/session/report/e158d088-af92-430d-850e-63f7b73ff3f4,1,0,1023.2927000033669,1023.2927000033669,1023.2927000033669,1023.2927000033669,6046.0,0.016690510002255004,0.0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
GET,/api/session/report/e39b875a-0230-4ae2-807b-55bae810dfdd,1,0,660.55809998943,660.55809998943,660.55809998943,660.55809998943,4778.0,0.016690510002255004,0.0,660,660,660,660,660,660,660,660,660,660,660
GET,/api/session/report/e3d80680-a03b-4118-bcb0-668b554a2e00,1,1,257.129999998142,257.129999998142,257.129999998142,257.129999998142,21.0,0.016690510002255004,0.016690510002255004,260,260,260,260,260,260,260,260,260,260,260
GET,/api/session/report/e42a1bf2-d71e-4e39-8c7c-1acbe82832e8,1,0,734.0874999936204,734.0874999936204,734.0874999936204,734.0874999936204,5267.0,0.016690510002255004,0.0,730,730,730,730,730,730,730,730,730,730,730
GET,/api/session/report/e5324e04-6da3-4713-bf3d-bc6881dc51f5,1,0,162.49539999989793,162.49539999989793,162.49539999989793,162.49539999989793,5190.0,0.016690510002255004,0.0,160,160,160,160,160,160,160,160,160,160,160
GET,/api/session/report/e68ad9e0-96a7-49ec-b68d-cd637d44c26f,1,0,615.9891999996034,615.9891999996034,615.9891999996034,615.9891999996034,1335.0,0.016690510002255004,0.0,620,620,620,620,620,620,620,620,620,620,620
GET,/api/session/report/e731b37d-648d-48a3-93f3-c7ed0ba70d8d,1,0,165.20309999759775,165.20309999759775,165.20309999759775,165.20309999759775,2131.0,0.016690510002255004,0.0,170,170,170,170,170,170,170,170,170,170,170
GET,/api/session/report/e7c6db5e-4911-44ad-bff8-3a1e7a3f0079,1,1,256.52249999984633,256.52249999984633,256.52249999984633,256.52249999984633,21.0,0.016690510002255004,0.016690510002255004,260,260,260,260,260,260,260,260,260,260,260
GET,/api/session/report/e84064f1-4c42-486c-8e64-e6e188d453ed,1,0,133.52540000050794,133.52540000050794,133.52540000050794,133.52540000050794,5801.0,0.016690510002255004,0.0,130,130,130,130,130,130,130,130,130,130,130
GET,/api/session/report/e89c353e-d07e-450c-915a-a1792261098f,1,1,256.02479999361094,256.02479999361094,256.02479999361094,256.02479999361094,21.0,0.016690510002255004,0.016690510002255004,260,260,260,260,260,260,260,260,260,260,260
GET,/api/session/report/e9a04a90-489b-4459-9ae2-aa1187ebdf7f,1,0,228.73089999484364,228.73089999484364,228.73089999484364,228.73089999484364,5430.0,0.016690510002255004,0.0,230,230,230,230,230,230,230,230,230,230,230
GET,/api/session/report/ebd2b4ab-7d00-4c94-b62c-66022b4109b8,1,0,1416.260300000431,1416.260300000431,1416.260300000431,1416.260300000431,4952.0,0.016690510002255004,0.0,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400
GET,/api/session/report/ec1110f9-5aae-4bf8-b623-9fde44e74f6c,1,0,122.55040000309236,122.55040000309236,122.55040000309236,122.55040000309236,5430.0,0.016690510002255004,0.0,120,120,120,120,120,120,120,120,120,120,120
GET,/api/session/report/ec5f1804-9941-47aa-9c78-a34a69521c69,1,0,330.53029999427963,330.53029999427963,330.53029999427963,330.53029999427963,4944.0,0.016690510002255004,0.0,330,330,330,330,330,330,330,330,330,330,330
GET,/api/session/report/ed5ec035-a376-4a9c-8b3f-f0d2842d72a2,1,1,259.02620000124443,259.02620000124443,259.02620000124443,259.02620000124443,21.0,0.016690510002255004,0.016690510002255004,260,260,260,260,260,260,260,260,260,260,260
GET,/api/session/report/f0f2ccae-5c41-439f-b618-efde79dec648,1,0,480.08199999458157,480.08199999458157,480.08199999458157,480.08199999458157,5789.0,0.016690510002255004,0.0,480,480,480,480,480,480,480,480,480,480,480
GET,/api/session/report/f1984b6a-8ec9-47f9-9a25-cd0c72a33306,1,1,256.09750000876375,256.09750000876375,256.09750000876375,256.09750000876375,21.0,0.016690510002255004,0.016690510002255004,260,260,260,260,260,260,260,260,260,260,260
GET,/api/session/report/f372a66e-845b-4351-8e5f-096f51ae973f,1,0,1652.699099999154,1652.699099999154,1652.699099999154,1652.699099999154,6270.0,0.016690510002255004,0.0,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700
GET,/api/session/report/f54ad2a2-41c6-4566-bc81-293809c59cc7,1,1,259.924999991199,259.924999991199,259.924999991199,259.924999991199,21.0,0.016690510002255004,0.016690510002255004,260,260,260,260,260,260,260,260,260,260,260
GET,/api/session/report/f5f3b1b9-6818-490b-b2b6-a472a2f0f464,1,0,784.8408999998355,784.8408999998355,784.8408999998355,784.8408999998355,5754.0,0.016690510002255004,0.0,780,780,780,780,780,780,780,780,780,780,780
GET,/api/session/report/f7382d15-1fe9-4aef-8960-340dd2eb1080,1,0,632.8226000041468,632.8226000041468,632.8226000041468,632.8226000041468,3360.0,0.016690510002255004,0.0,630,630,630,630,630,630,630,630,630,630,630
GET,/api/session/report/f95509fc-b2ce-4a81-8da0-3888b2449c10,1,0,1047.8384000016376,1047.8384000016376,1047.8384000016376,1047.8384000016376,5423.0,0.016690510002255004,0.0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
GET,/api/session/report/fa2bb27e-ee8c-4510-8b1e-e5063b442f60,1,0,764.836500005913,764.836500005913,764.836500005913,764.836500005913,6290.0,0.016690510002255004,0.0,760,760,760,760,760,760,760,760,760,760,760
GET,/api/session/report/fadf0bf7-143e-4d39-94b1-574f25d11d9f,1,0,1437.5232000020333,1437.5232000020333,1437.5232000020333,1437.5232000020333,6298.0,0.016690510002255004,0.0,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400
GET,/api/session/report/fc5d68c9-372d-4dbc-aa47-3554d69b03d2,1,0,354.1151999961585,354.1151999961585,354.1151999961585,354.1151999961585,6298.0,0.016690510002255004,0.0,350,350,350,350,350,350,350,350,350,350,350
GET,/api/session/report/fcd929b5-8622-46b1-b69f-fba98a82b4d8,1,0,52.639699992141686,52.639699992141686,52.639699992141686,52.639699992141686,2921.0,0.016690510002255004,0.0,53,53,53,53,53,53,53,53,53,53,53
GET,/api/session/report/ff5f2a47-6087-4998-bcbf-71ab030eae07,1,0,84.15179999428801,84.15179999428801,84.15179999428801,84.15179999428801,1986.0,0.016690510002255004,0.0,84,84,84,84,84,84,84,84,84,84,84
POST,/api/session/respond,1614,91,280,551.9522861834348,22.986099997069687,5489.424199986388,461.5377942998761,26.93848314363958,1.5188364102052054,280,480,650,820,1400,1900,2900,3800,5400,5500,5500
POST,/api/session/start,306,114,230,399.3669202612307,19.69190000090748,4334.831900006975,392.7549019607843,5.1072960606900315,1.9027181402570705,230,300,430,590,1000,1400,2300,3000,4300,4300,4300
,Aggregated,2110,235,270,523.680996255871,18.260299999383278,5489.424199986388,755.6706161137441,35.21697610475806,3.922269850529926,270,440,620,760,1300,1800,2800,3600,5400,5500,5500
